Mixture	iCAF	mCAF	hsp_tpCAF	IDO_CAF	apCAF	dCAF	Pericyte	tpCAF	vCAF	rCAF	P-value	Correlation	RMSE
mirror_db_sample36	0.31557351103121317	0.08771987807359471	0.07705556720602945	0.09424384513174647	0.02553277427022185	0.09779312531856466	0.13142155287660748	0.02213941219511528	0.12859417424119757	0.01992615965570931	0.00000000000000000	0.98628575200942525	0.35963694568957244
mirror_db_sample37	0.27228011916982064	0.11856383935049410	0.08750435746154515	0.09150517562817106	0.03377040835907897	0.08479743228629370	0.18641975099673197	0.03551509192687133	0.06293406063841998	0.02670976418257315	0.00000000000000000	0.96647688788326469	0.41676970738127955
mirror_db_sample38	0.41254238830611611	0.21400617838275318	0.02882597068334037	0.03613765617374507	0.00892131458464011	0.10806609634565997	0.09013347478723192	0.01088165739248190	0.08221070689053078	0.00827455645350040	0.00000000000000000	0.99431999454374798	0.32183146820240238
mirror_db_sample39	0.37750690482469934	0.10152627441791795	0.03999089773909161	0.09294833647897688	0.02646273455567167	0.12079266930585210	0.10323368241767800	0.00378981080443876	0.10855155796152560	0.02519713149414817	0.00000000000000000	0.98688854228792133	0.31938100004146242
mirror_db_sample40	0.36281981424718346	0.11632369782980910	0.07440987472832856	0.01182335112531329	0.01496216907537651	0.08699506429148628	0.14235186846518433	0.04189424611258875	0.11081903872684983	0.03760087539787980	0.00000000000000000	0.99172825325247194	0.34389070898075130
mirror_db_sample41	0.34436358422320434	0.15967255356901081	0.11792119793274414	0.01698347416072999	0.02390917365906009	0.12503317576963416	0.05638730468284554	0.00333830132276972	0.11693241282559790	0.03545882185440343	0.00000000000000000	0.99604022666253178	0.29075121070181514
mirror_db_sample42	0.33538186296519928	0.13597662234304606	0.07812088785490312	0.02909628073170522	0.03400931659002498	0.15775877822277967	0.08276347194087345	0.01365692870803963	0.10571729710974109	0.02751855353368758	0.00000000000000000	0.99464198161078399	0.25842295177956182
mirror_db_sample43	0.34704627306823188	0.12522818268759106	0.06946625641464042	0.03316447455568829	0.00501798993860708	0.12484367457198671	0.09165627458815076	0.03121977219235100	0.12734396410931598	0.04501313787343682	0.00000000000000000	0.98453158706554433	0.32223935654922931
mirror_db_sample44	0.33160360690570861	0.13524214523376338	0.05171770780043113	0.06487884766652947	0.02010869044747201	0.07966172780606728	0.15219128111755598	0.04157533997438725	0.08691084492291980	0.03610980812516495	0.00000000000000000	0.99253362315891669	0.37247402962042642
mirror_db_sample45	0.36585197986617318	0.17772336655168544	0.07714691830044175	0.07803907496336249	0.00000000000000000	0.09354473083783167	0.06127141136696508	0.00269285314603938	0.07893490223867686	0.06479476272882415	0.00000000000000000	0.98330914275522907	0.35742868210449413
mirror_db_sample46	0.32085628301687680	0.12602774108751480	0.05663839627737127	0.06934764005268074	0.03098123639259813	0.10885584276542307	0.11141131076458016	0.04916339931604711	0.10414916198395699	0.02256898834295109	0.00000000000000000	0.98493001703858163	0.35031152346135919
mirror_db_sample47	0.27829412000914844	0.13814733654792649	0.10777338081102034	0.03909199888405048	0.03465933939840691	0.08451295861709318	0.15929830151878308	0.03812200051214395	0.09148532014038648	0.02861524356104056	0.00000000000000000	0.98557942161058987	0.38488793516438241
mirror_db_sample48	0.33769815199741465	0.13765062551590029	0.09300092977652422	0.11116530924496056	0.02375647719290387	0.08991338550081494	0.08825561027966818	0.01557312699940208	0.09093136525955295	0.01205501823285837	0.00000000000000000	0.98554227309232223	0.35805313125182719
mirror_db_sample49	0.46439920470640156	0.05463134412509558	0.07826350177052961	0.00490504655311231	0.01783833737418555	0.08449333149918138	0.12203232503270665	0.01266515491434981	0.10271919431415966	0.05805255971027801	0.00000000000000000	0.99375209372608486	0.28948766084716326
