GeneSymbol	iCAF	mCAF	hsp_tpCAF	IDO_CAF	apCAF	dCAF	Pericyte	tpCAF	vCAF	rCAF
CERS4	144.12110826901110272	134.19010007742693347	142.24963807063494414	187.86597199244127410	196.30541166548150045	210.98024807642494238	53.27772183741161882	195.09581016423959454	157.14442815617857718	158.36900657947285254
CETN2	459.31793309946931458	387.21366195757252626	434.71904435462028005	362.71126616566874645	244.83852947263386568	279.07704068346714621	516.59605766073343602	595.68229598724064999	437.28029565179281235	282.28893233580646438
CFD	9150.40592481790008605	2664.47589263184545416	7120.41966893463268207	9509.17988205245455902	6807.68831340970882593	129252.64752741930715274	4322.14602822968572582	22787.93555454110901337	4003.04377710777816901	9479.14680256177780393
CGAS	263.95408103198792560	393.09399175040675800	371.14202634663638491	340.75328828232858314	412.20805342427837559	226.87044518883291744	244.47686496527913391	142.97761287935927044	317.37097077515369392	358.32357035090910813
CGREF1	234.45440918772277428	37.52250307266771756	135.69702062550194910	103.08929668075363395	66.33820437336450482	415.60200285914856977	181.48400130496256111	260.21336601394722265	44.10132645941349949	38.49156196455279400
CH25H	347.98232790775648482	383.02610629575104895	614.46693882342958659	382.44531370237319834	490.94164401164260880	989.51003165574331888	213.33765587201344260	195.30462974312891333	1122.30812312149328136	1412.73763924844297435
CHAF1A	36.31050172058654368	50.70680358151332001	32.91994044535364594	41.75288304018089036	50.23355648728805534	32.80795442232092540	241.86567230990783628	66.30795885949675039	41.89176389602242523	24.80038002344177883
CHD1L	142.84727202220636855	165.25224887097743931	124.85567696147205652	213.25167026937762671	125.01625931917078560	174.85999084464603470	210.01014651593757776	283.66072299834212345	138.49878830990195411	107.47502442580882587
CHD2	305.90511449502344021	378.47784732864727175	252.08347594036118267	530.19149089683651255	747.95591629489501884	295.22258550512361808	273.56082210498522045	263.96164398782553917	383.94283118730413662	421.18095014988119829
CHD6	331.99148225418116454	471.27827624432069342	306.12861463797116812	336.46567573247449445	647.66548037465599919	201.71121242711771515	233.12661594934999698	306.18693124495996472	413.49654635607743103	318.06235533617791589
CHEK1	46.77381256212967031	45.78416648735640138	55.41297228216414084	25.63849443182338206	39.51623587048244701	25.16845727725700144	229.26670911377948414	63.89167282446574347	45.60255704325430059	44.83926429733686092
CHI3L1	945.35288404932350659	247.46664916026543324	2358.00932623545986644	688.44753860318269290	581.73992087381498095	3125.83678875123769103	477.06265466464930114	1042.02866491642612345	282.48068124479578955	231.34275689994444747
CHIC2	499.97886772977039982	285.68173761788847287	613.79077803125699120	457.88238177079227853	463.60285273782722015	517.97117340932743446	451.89570209003352375	535.03546896089937945	292.94220572919527967	318.73519719620139767
CHL1	228.33461753085322243	52.81409966929697930	406.45827457687835249	101.66700765721753896	143.31434123135642267	836.27498376749463205	92.25359529608583387	277.32664913435684184	51.14321280914954571	95.23692891196176902
CHMP6	246.57489999275242099	177.63192473036735919	174.89915271274963970	187.88793521471839654	113.54355638235936965	220.22734338961330991	204.67468666744971983	232.08832787056883262	162.74371747713971104	123.69226463982424491
CHN1	513.97565855816174007	1347.48227775493774061	534.15191799279091356	708.48145605812806025	396.79167318498639361	103.85122559481021653	848.56410884692775198	418.77540205731918377	783.10095210627150664	941.84451803423951333
CHPF	1495.94292672243818743	449.95959720733702625	1015.85135117136803728	567.96541125326587007	610.10668289309785450	457.35123242365199303	955.14107260717707959	937.02315924474157782	474.19831188770444896	392.06784604590029630
CHPF2	309.82770739396431736	211.64021184925269381	243.36042083126704938	185.49145061668832568	191.26680083490393258	115.51777553454090253	226.68544020457662214	244.04748501450799836	169.66636286067969763	169.54017875538556837
CHPT1	485.82470396842364835	273.39934841301584356	408.63021906258586569	497.13861221333809226	396.01356282402980469	552.53868552593246477	505.28778092625367435	551.08287898260653037	360.66096526207053330	448.39477242821203617
CHRAC1	210.60131028224716943	321.01885251955081912	175.85311170126402658	220.78222833237808231	209.61315691900443881	208.88495086024633451	298.44827850560324123	221.38700282347861048	361.72001170342701926	225.71523627328664929
CHRD	231.28339557711220209	218.36115495136101572	176.18836119915332006	173.32665432395572225	281.72622959635964435	184.28859434296091990	113.89269505931731885	132.58278396642236885	272.66568745670110729	391.27172330326470728
CHRDL1	328.15211130199747913	100.81663014522607114	396.26324383205746926	363.69390049622762717	253.67846505380990152	1647.26232147695168351	321.80510061638642583	403.31675751720712242	106.17912565415801396	1160.52482399016662384
CHST11	433.33453614095742523	347.76623429369595897	521.32953364838078869	347.60141533931459890	324.34691580804451405	47.15734245342473940	390.66155684785178437	306.74624967279447674	179.80547545394807685	179.62917660817149113
CHST12	384.71966210470247916	276.91336758133149942	400.19166934572137961	344.87449600302454655	237.54935782278872125	339.72386318216825885	272.79711777390724592	286.81694666668323634	284.76667052395094970	348.94670601283570477
CHST15	270.84025281427523169	128.57387602007369765	252.24678920430304174	171.40559290678811522	241.89366467699369423	22.93625936979851687	177.08140903788577702	300.98428236581713691	93.39563239529438476	344.89342269384127349
CHST2	63.29421719669910829	295.06491089751312984	70.54353148103074034	113.76511604475447825	59.85184289828265491	64.82034577028657907	106.19129331377428116	62.84685106850519531	113.86029316677645795	35.92803629367244156
CILP	2673.89699646387271059	257.59763357020909780	2302.32358725113454057	1022.33333773304320857	618.44594489563723982	2222.09682237663946580	940.53388159035000626	793.49665918446794421	317.84303014944617871	134.84845206806380702
CILP2	587.03854987315196468	55.28606035168441935	216.32957665196551034	145.98928817190252971	191.44730732389314198	133.18756667384965908	111.64768697494648109	254.06049226271903763	59.57957728126466179	18.60005394724760208
CINP	303.89730953173477701	295.01363851828887164	271.06803251954187317	341.05284441931866013	203.88934111488066492	201.44478178069024921	317.09847684782096167	481.84714397537686636	241.82017689333542876	242.81473621888304137
CIP2A	33.10227537182679214	30.15810400875846042	24.69502524633245244	43.28505366068261395	25.32180779130491644	6.49234941175266389	221.99285374550785832	39.87628432393666600	37.00266973109835789	16.83593382681782913
CISD2	372.50763597398287175	355.94056235953917167	386.01330353889358094	389.10464263741414470	273.08590486701007194	278.70874434513984852	491.08334022923156681	407.99599709488450117	314.44210693369541332	302.70361307393579864
CIT	11.58929035228518778	9.50500947012992548	7.56374037903733054	8.98599936613715045	6.26687051225029190	0.00000000000000000	145.65209374341847592	11.50029513229596567	6.64713457189128931	0.00000000000000000
CITED4	130.34513866355484879	169.25729972444537452	127.07505838310936497	447.60089126146527860	218.43630195551904194	16.46700477263642881	120.06032110849056949	203.67033960019458050	328.34070567754054082	315.25015322346331459
CIZ1	333.83917161866571632	251.57157032876020253	250.96742262745098628	330.86103531976317527	381.73897354573949769	302.51739934497322793	336.37981159249727625	364.51027551401392657	272.89930133650983635	217.96679610374135905
CKAP2	72.97142252091821035	81.72730679175138846	64.93477063602438193	98.93280573764837982	47.59479782648860891	0.00000000000000000	650.57166520679152200	61.44989272814415671	71.99742844062166114	28.45863922182606132
CKAP2L	13.36760937916828595	10.94716067772028723	6.41777523775454206	15.55169737212607295	0.00000000000000000	0.00000000000000000	263.19046739577578364	10.25640839536538884	8.39195067112853899	0.00000000000000000
CKAP5	177.82768513380821673	166.56306816156941863	131.02288348550814590	169.87544369759734764	179.71642747234920989	158.10836827607047894	388.32760405889695221	144.02873347875740251	164.50468818557826012	124.11691835170341847
CKB	293.60638024645527366	285.02400105690497867	155.79628783184190866	258.28220246438303320	400.20343721835570250	517.86593586234437225	268.98474818398636899	379.36320166482096283	711.06252324088893602	968.88754560007419059
CKS1B	271.86020960899941201	292.17205169619364824	299.76488113859028317	396.11453284275108899	294.29725929683814911	383.25206847103135033	1315.39230373385089479	330.44211445134698124	326.86397750430194264	231.75880349478660492
CLCN3	219.66254468783807852	181.43467016805450953	145.17096251465952150	196.86877893412074059	262.96110290443857593	189.39532698149756129	183.57485471751562045	254.53351695765613272	183.62596138642240362	154.91305612675830616
CLCN7	222.54005074355717397	223.07686952699268090	204.61457061467100971	202.89147413561769895	270.85253800708488825	114.97400071055872672	162.71694773694721903	215.22312484223903084	169.10158267917717012	210.48472086545697834
CLDN11	161.48205333266670891	90.15463613074602733	156.14518118056273011	128.05699785994602280	113.95696009735065957	344.11266494260991067	304.95548076966497320	140.06829893838798284	47.41878743767145465	54.72366807403931688
CLDN4	164.89707140765423787	128.78327914188935210	127.35196057095419064	708.00850916144179337	434.39283252349423492	0.00000000000000000	128.42117124970329201	194.44151294175907196	170.48837151820234226	96.51727712637926970
CLEC3B	24.75605799848995758	86.95387986668933422	19.34259191257808652	57.26310726728911504	51.45273783109595911	629.19816263513973809	23.33335442433151741	61.72791229437559934	66.62071385103550369	85.07597253084713884
CLIC2	213.33336625701716116	122.38990183984074633	503.48193337075861109	262.08357527288575284	189.87147119001272699	271.33452027831037867	64.83372992858961936	175.19338261159347780	91.02150025180154103	213.02007005666663986
CLIC3	240.16701635707445917	54.17037973373635396	210.77777193654802090	216.48865160889616277	220.00745683912234085	54.08273248212950080	52.52387104945579921	493.63471670193115415	46.90595922249129046	56.66397624494574359
CLIP2	148.36746177214303088	250.58246592355047255	145.46376000784255211	143.14201331156942842	177.04058725048165002	40.44747675311977986	181.53003773664403298	126.46339469826467905	160.70830952114405932	121.21728807519173188
CLIP3	184.95273508099415949	123.43820707753565102	221.89850166261044251	133.12852264339093722	103.59231264851923981	161.56009860804013556	68.10509695953842879	188.94600535205677261	129.02646684201320681	252.59908547796618450
CLK3	183.28086673963494491	260.54445032968067153	186.70377683614370312	285.75109312681922802	242.62382252142418793	132.31598967985362947	189.98486313050099739	242.11305768923054416	262.64755982126098388	208.79953253904761823
CLMN	121.12469926819174759	678.53021159415254715	108.71366244094420495	332.11624209648334727	372.75122207519586937	0.00000000000000000	146.72309205436064872	151.57749767418147258	786.18872567527296269	261.72106008033875924
CLMP	1041.12574735188127306	194.82372216799751641	1242.53920095318608219	487.51907292541773131	779.52547580960936102	894.66458107920527709	823.42759043044577538	1121.57264448265868850	204.73017557246720344	191.07041146944538923
CLOCK	247.09292635773732627	360.41644614322160578	211.39360824691229368	259.77764887144729755	358.55540561109563669	129.04565585462705712	303.57358315824365036	166.77582398841983036	365.41431067571130598	373.23589258359123733
CLSPN	38.17894099292398380	64.41011838242667409	26.58680752857058849	55.32090707169275134	68.59105866077703695	12.82380807414879520	419.97792353111759667	54.49203866690581322	49.46359861067968922	17.07366036801741060
CLSTN2	72.26521622520382948	40.03582128187134259	49.70053237156736969	21.36315797524091309	80.33174069551222374	23.98898514018162587	31.67911540218778299	29.94602630936200782	40.99304585916436849	584.16923553313438333
CLSTN3	263.34382173792101867	117.20075330954550452	794.48201195674960218	165.75487261434423658	284.18853295335190978	343.60756962276946069	125.24858679330104394	182.68729549157316683	96.79040769590309878	597.21012436278988389
CMBL	308.29118346655820915	160.12795303388318757	225.04383453775483304	277.05017214984502516	153.27307121553744196	378.17000942312239431	243.46207473508590624	317.17349970591840247	170.26251865762500870	213.97236467150341355
CMIP	272.49571603677441090	224.74465977407152195	166.61432281901400643	343.63335359186578444	337.58525982204980664	128.45625218560886083	187.26986380310120239	484.45994417595181858	245.38653488257315871	92.86595093909198795
CMPK2	165.85467682731115246	222.40271488212448503	536.53690001011409549	168.29301469262796331	110.90021794375269337	75.13754994018768230	118.36057488526853376	102.75399541945503756	114.58415319064786786	110.08029691226477098
CMTM8	308.38406033874616696	85.91657763604057152	165.50220445316017504	291.99059329858647516	157.00463777213556682	101.32696293841428314	96.93140708423229057	256.33462351058022932	67.13633316857560374	102.35781651103275181
CNDP2	322.93746102632928796	421.46368047009360680	448.50489906744138580	562.95903615764200367	271.17311045967261407	131.79993601581713847	315.48169521131751480	289.84594119269377188	255.53170047959261524	309.55783082706670939
CNN1	538.59457562025636435	378.87910290293410753	306.24954197590869853	455.54714499744460454	270.64314209683141144	0.00000000000000000	599.34119878355841138	491.89382794739469773	1888.34989302310259518	816.90108365711137139
CNOT10	106.50918870635162250	141.19841878987895711	88.04638956209682021	128.13227190870307481	126.09248651722359114	81.86280593700298880	238.00007502062459253	97.24608842636527584	126.16120366544228659	130.61810239109729537
CNOT6L	187.20076179220245649	256.54718353581972679	153.10203675666619461	494.49669920398116574	224.40344765632170265	107.60303376798762542	148.11933783473841686	160.70976600312863525	246.06923029023022309	223.71561824416440345
CNTLN	327.65625216224742644	256.27857385845732097	294.35231954122099296	245.30975595960774172	379.35858677677299511	259.05801792534077777	480.38212724344725757	302.20216097146624179	261.45669364852915351	296.45048122684249847
CNTRL	98.76508436694254556	135.79280786617755439	130.55846765589063807	190.37648330628181270	127.91433060430281898	75.26169886965674038	314.21210083754226616	90.86357943848518914	137.42884563166757061	85.16819526200033863
COASY	167.98874061635325461	181.43178733218087473	151.60176739290650971	133.08564011519919745	123.63763010985603330	155.83689848967364355	268.65457173956798442	162.54431512451679964	180.37315524044868198	163.75763209790434871
COBLL1	273.73573722690588284	963.12012084237107956	215.49732139818576115	380.01977500835459978	480.83452634599768771	155.76229127677859765	309.14873271042938541	283.69302468801095074	971.72850143128835043	421.11109171545012941
COL10A1	6194.39256048627066775	598.12026980464281678	2669.23514207185917257	1497.95844755810276183	1472.65536130971509010	617.51169135882366845	2366.54500604066834057	3250.96651640622621926	713.77626606689216260	86.52981046766072382
COL11A1	5465.24281926850744640	639.21324174089738790	1788.48810945431910113	1822.53538883630176315	2307.24017572004504473	98.12912913417501670	3211.76167335067020758	3577.80733552932815655	777.14604510922060854	228.96826499508895836
COL15A1	2199.78900142858901745	796.47740918374370267	2863.45259559351006828	1120.75287767498480207	1192.06206160294823349	1232.30368195899222883	2217.68796479012144118	1384.94389502488206745	774.95583009740005309	463.90325237695930127
COL16A1	1504.87038451612420431	404.00312824659175703	1065.03850121236268933	581.84632415042278808	1029.06006361029403706	1064.64144236818424361	989.62192136242583729	777.24758785464121047	501.02051707954456106	470.02316525265831615
COL27A1	237.44691585227840847	130.92385216951410598	358.33857988226651514	195.80077680921507977	561.95342235599059677	53.54581132802522347	279.10781041208520037	279.19743863887993029	199.68879672867197428	244.05974495113309786
COL5A3	861.22530678895361689	1288.78851178896547935	797.87560236909985178	561.32606017100533791	578.40686692000747371	65.50837576460099854	1459.66410953409240392	567.55980518265914725	678.04552888313185122	398.70833286185273892
COL7A1	190.91392187191186736	85.61790428637381467	139.56576966014606000	131.36478161213111093	633.60064226818985844	0.00000000000000000	174.91655376086939100	391.90637264260436723	127.21280033948384869	46.76194524416503384
COL8A1	5276.58615422439925169	549.47910962216440112	2761.45223022888558262	1483.20397058030130211	1777.57540925924695330	1596.66530668212431010	1973.51946563419210179	3645.72321939553285119	777.77893590808332647	585.30386400293525639
COL8A2	953.94552385056260846	108.39901048406937889	558.99706629277693537	384.02262286158082816	619.12986309355233061	242.97660374654594762	257.41035229736246492	909.88957068977902054	149.90194449996289450	117.48419348020229336
COLEC12	1277.46437061650703981	203.55953791669111297	1247.71549989336062936	548.55190170287983165	698.87054911430413995	2115.18917863657134149	754.69479466734321704	909.76365252423317997	243.20489788462072056	202.65576313505496842
COLGALT1	529.99386774392121424	384.90715778068909003	504.10494358722320385	444.34802330816336280	409.02966363936468497	276.13803574766797055	644.00456843190704603	480.23837074735263286	326.01841703306121190	289.96779592991356367
COMP	6535.10924877602610650	485.26757665057493796	2973.99495161027562062	2158.85469292661446161	1543.02667558754274069	922.45440500219649493	1568.88384155776998341	2854.14975910562907302	683.27893611965612308	380.05572363532684221
COPG1	500.04643505461365294	337.38922187825750143	417.18227265262424908	376.83618822803390458	249.24723843908560639	342.24527938380492742	505.05120945704095448	435.63563740284763526	317.19458821563546280	278.97514457292737688
COQ8A	107.09092992145158973	110.32316333315279167	129.23346934637862660	119.86054393886213632	129.41010856333551260	197.27765674865588608	54.78976696180649952	118.94221791324274307	131.64686909579322105	265.52028068950318129
CORO1A	53.35754588784540431	56.24224664964893350	68.23560638928792343	474.02939475896840804	91.84417808583738463	0.00000000000000000	37.49163260634241368	96.78466843247252882	68.53405842152906757	11.87951090661253950
COX19	170.39065214282587135	200.37690223433961023	168.53907710429842837	203.98854856276540204	204.23204425449949895	159.00846855477789177	285.27805063590659529	150.60907671803306584	197.00427365786430300	173.97370951566480812
COX4I2	218.36218109663485620	2375.75515855917501540	79.55125408649915641	840.94218119587026194	288.63161347969037251	0.00000000000000000	474.97912771253857045	340.25499660586609707	1278.80607815013627260	563.26428668230869334
CP	40.00565706220293549	23.70869038322943467	43.49986103348673083	12.36548762134420976	50.70456876838007076	117.76953380737302268	62.78116064605718094	43.08606746237924057	19.05639406429658322	449.75653379470060145
CPEB4	306.25796573773806131	481.01677905353295728	264.47205245207709368	403.12317260933485841	550.29784929235950131	175.75327598407073992	233.59057714355591884	316.11144717611250599	512.56951352065675565	355.71290765757515828
CPED1	274.62451903700747380	351.61289316877588362	264.20828111431723073	187.46847012991474912	310.92873538909651643	360.28727941206921059	158.01938346724537610	257.99182606265634377	507.19536689571970101	267.44942221701779772
CPM	198.68760316219868400	1193.34428360561810223	160.14795966958746476	488.90025996072517955	424.42844332492484227	0.00000000000000000	232.62666920232226175	228.79496012249552450	1012.93416016634864718	331.12536977086034540
CPNE2	184.93158045556504021	298.58626065369713842	92.99367796453418578	238.40950343202706563	138.52632237114173108	98.78995702622215447	195.75850133877096937	168.14142308370350065	242.72429228190509320	104.45837701932070729
CPNE8	218.01455056204926564	218.79887865038094219	266.50626553617075842	206.31575628943622291	176.39903372954498195	214.31474298260295086	157.68983776675852937	105.00115007410137480	203.30766760302108764	139.11796405308538738
CPSF2	180.07941050117887016	180.01221055237340352	154.50069052020469940	164.10838989299165291	121.12449888098932149	206.05966607155420434	313.38332675034178010	140.17523427814859360	172.88141124875380683	148.40339976925903898
CPSF7	196.32231638931949647	260.29024699019129230	171.61846098811253114	239.46280241596886640	277.89412705559146843	171.53416364166898234	170.97440862773282788	206.18505491334840940	284.64028533513322827	215.47636476463824806
CPT1A	163.97293751487069358	191.99277012394219355	157.52743815619979273	208.21995084362166040	226.16725443751624880	196.34998076073213724	168.06705191309313818	140.21456015296638498	315.04805917458514841	181.46177997580156216
CPVL	118.55755641512071463	42.84535301550800312	88.46105870166708485	153.46430487737910653	150.93254477651848333	240.12675386788734500	30.59665556757184035	92.51224736239151980	45.21592351582074087	40.34731048485465976
CPXM1	859.51510058500991818	434.37546003190323063	1005.70798549869630278	538.71303962589490766	333.96082723632241596	1543.02092093357418889	797.66783108750007614	480.30213135355739951	212.77056564085555124	247.10358497769723840
CPXM2	598.69183544717827772	96.38169997834280878	485.41693400920854629	308.99616705203789024	227.37575552970895387	606.15322651837539070	264.11037660981082809	532.47368684902187397	113.39798544346457732	89.90079633065221287
CRABP2	1384.93742358768827216	313.20393191098116858	779.23661261839504277	1460.34491120450979906	694.99242629446200681	1749.62388716935220145	985.20622606657343567	1500.68350200785062043	449.47401587721606120	243.97925423284340241
CREB3L1	823.90046114704307456	160.02275752639951634	527.13038646375912322	434.30946207869067166	352.27061744148539901	319.71081188757790414	909.24005003829881844	817.38122439439121081	178.79470833576772293	143.76012056779367754
CREB5	337.76136853460525344	587.64921799196929442	317.58707711138112018	344.77182202162850899	507.63897315729201409	470.51338938178099625	410.08398004063695907	250.51429109467784428	446.58467963361670172	256.14483103981859813
CREBL2	191.70027409802776219	136.09073011902279404	154.75985648870795330	235.31054334993893917	181.05453069989661685	175.72667592335309905	187.54294344977304831	188.49958597244332736	140.46674611257995480	156.95783587570213058
CREM	439.34476727232942039	896.57651842003281217	412.87919432608947545	1356.78046968922149063	489.19558139969700505	230.85685791050627813	412.67165892820042927	417.65220398897162113	1155.05576124075309963	490.57395745642429574
CRIM1	344.39498908844461766	465.54466109770214644	263.82914561247332585	504.61019519003536971	521.08706232367285338	86.35168632810116662	326.36902804350876295	300.10545648859147150	1039.89881105837753239	993.64916959071763358
CROCC	269.02329108541016467	135.58740246681142594	176.06143429828824765	105.95586315201580874	251.03089484090318706	162.49048027676312245	89.47989727623333067	210.32456704408650694	122.26247485887701316	115.28443568063765667
CRY2	250.24064937114331997	173.24667446384063396	203.64175725981573351	204.15726140483741347	352.37287428200318118	224.65518394286274884	112.46713345772631953	158.14750092761900646	178.13018168022887266	155.46640472318969728
CRYL1	222.89727567833898547	89.37674043426628145	166.69476173219052839	137.67684762258016917	146.16880301615239546	255.51356841280153276	121.41060802874133628	275.49390482706098737	116.63097757697805434	132.31411763930788084
CRYZL1	199.23286556168315542	252.97656571852721186	171.78596251133930650	344.03258454278261524	295.42453691190121390	108.81982191431123397	157.07087344527047890	287.15675131538085907	301.07448318500627238	159.39104270780970296
CS	136.26374151458477968	189.42903478589511224	132.91995763587459578	140.70356485099759425	130.95768277701134252	93.98466672665254862	235.98095862860913030	120.25299938534551814	220.34426361854610832	172.00374786017346196
CSAD	232.74710253381076086	195.48805426110800454	210.37591714065200676	184.10988633715965079	446.00832797171887023	161.66346082197870260	110.84004168066621787	208.92962226543883730	182.65826488206747058	239.07218296077289210
CSE1L	162.09989272588956055	176.07341111898884378	165.25876116041109753	193.46153004219493710	127.24800206650650125	131.14581844911134567	410.67558240634150479	189.66075189840856297	229.48743066610302321	167.41565473285879762
CSGALNACT1	92.60376954159809770	81.60952012002196909	121.32141911020660530	58.50684902024573120	110.64355533137971577	92.41771988394458504	64.31491361351092451	82.09645026140350410	68.90902734867842128	412.70361675749899177
CSGALNACT2	487.26597251797051058	324.84715381452116389	386.45998332759819505	387.84739497692868326	547.94947021121731723	224.86353934894236772	296.85089471017494134	598.06201271848624401	299.99708368044076678	308.92322354966358944
CSK	142.98462900054624924	262.20351584788062382	116.66248514909393919	290.16108606489819977	146.88671677960519446	151.01387377925601641	168.49843608335521594	163.65113836288821858	224.70205992579664667	117.43374396037322072
CSNK1G3	373.60135267607665810	347.66325077777065644	321.09698081615499632	320.63324158076255799	398.24984957607500746	196.29676436997348787	253.71413070047628935	423.53293756447754959	303.35916599171190455	290.95138878790783110
CSPG4	133.99149058017405878	899.48805345779021536	65.91189640859698784	250.56425325090171441	221.87958790424696076	0.00000000000000000	361.65422673608628656	214.59149753288392048	618.85048045363680558	94.62206407722349866
CSRNP3	52.77449097950436396	248.76289807098871165	30.90156646186665768	91.18045433916384468	116.05250940668013016	56.37715594817442621	53.61942009429816380	32.10594359418762167	161.48963231316517408	173.28128181024067089
CSRP2	890.81541563413986751	2899.18978584718252023	761.11465753181187210	1689.02095897307481209	1245.85355564096767012	0.00000000000000000	924.79342965178830127	755.72735391254968818	4592.55274425546849670	1648.74066432122253900
CST1	4630.83339246974173875	696.75223424009266182	10538.43095308158626722	1975.81959635729435831	422.66993325694647865	0.00000000000000000	2818.60370008591553415	1451.05808230625734723	553.76614326620563133	252.99160711766430154
CST2	264.70065033822004352	46.96863645877388649	392.34578030888638978	123.42551888750537614	34.83157302902813512	0.00000000000000000	55.83792143141259601	60.17238180193290020	25.41191496532006511	0.00000000000000000
CSTF3	143.41345445258377822	155.63805591740856471	150.75154975765750009	178.44855259939885173	100.04820678473943474	91.12587983685422444	255.00630520419480263	120.77958637443327916	127.09799261953719451	122.42089447239700917
CTDSPL2	205.82062620213216064	280.06501450672641340	165.00264360874902536	247.58491889231254390	251.01238106952126827	180.49883913589548001	222.88825312307687909	265.51890330151638864	264.94002024251574312	187.84695378635140628
CTHRC1	20329.42143447204580298	2746.38666850782374240	17400.44964853387136827	7482.17122723329066503	3719.14512689902039710	7638.74400742476791493	12469.14387452834125725	10415.01749294583169103	2958.90786126377270193	1995.74888450564594677
CTNNBIP1	290.71762442887654743	198.62394258516363266	204.33151208093710238	257.51626133225130388	148.27400821706302736	104.27566321765267787	461.09659096704319836	224.15790529894240990	170.13011446077013034	140.81569915555485295
CTSH	953.24513172378647141	335.63286414769936528	2263.45010665407880879	891.42886130681245049	539.60324638732083713	1256.11895865466681244	637.71584480641115533	608.37166767071414597	264.23836357574623435	943.41785855888838341
CTSS	488.32979806296481229	499.49594826057972341	1499.45080716767756712	816.67787602583291573	320.38780046735280393	114.33749743908580854	344.80762682483054959	361.20609518731453136	230.77742039398836482	549.58867124627965950
CUL3	302.22111805360310655	443.58078148769124027	248.64825166994938854	457.08255073735523411	467.31798870406521473	191.82603729515011537	286.81993907888761441	320.10853086971934545	460.16397438974263423	449.08012772570594962
CUL4A	223.60796910841793306	208.08304763454049180	169.63277586558885446	258.94501667038679216	296.77451514643991004	145.21910836940750755	344.76632622745950130	252.85790814189024900	231.07447836736383806	200.53275688846161984
CUTC	162.90179062904621787	192.18054959659707492	187.17145116865248156	234.49703791066153258	134.37862349342159973	297.97645093528171856	117.23286861454387520	205.68141466776228299	182.47126681825770333	153.75317223194892335
CX3CL1	105.44828795283586942	73.06088802234081925	290.32706876846395971	116.10805584656475276	71.82817163550127759	4.90816592960202858	43.68784582400295591	69.31820686091887751	262.84988945901949364	76.04487980568306682
CXCL1	900.96150995707955644	307.81445986252975899	3167.43661729274708705	781.41973724215085895	749.11921675710766522	2850.02752442091741614	1995.11615422111049156	846.69425592220352428	385.73107200542347073	536.97977339214094172
CXCL10	1112.64380732840982091	3605.58676253255498523	17377.58529688293128856	1269.58587515753720254	735.39810539808956946	0.00000000000000000	1327.78677712070202688	996.86406584206281423	675.40907148303767826	1072.92243017614077871
CXCL11	186.73135540777838060	260.54350254366602258	3375.51079100310744252	190.40574480057438223	56.13836452951089484	0.00000000000000000	220.34796695226981456	219.04974446341444150	82.66226976318864672	118.12604166310900666
CXCL14	14813.85948626410208817	2418.17417990030844521	17079.22028533836783026	10739.30688161069338094	4607.45565016055388696	53345.97242223619832657	4852.59216589064999425	14250.55878950385158532	3404.90426411790713246	2585.80066860175384136
CXCL16	167.11082135277021621	126.81942457918756872	257.83631281993541506	254.05364251194436065	117.26380080514213944	132.27842403965669860	212.21638088674961864	167.33057569979433765	117.79435162325999897	177.73426148137048131
CXCL3	1213.45716252568786331	792.32466398279427722	4691.60723147231055918	1130.70834975636103081	652.12585769608779174	1311.11194874902002994	1044.25194104343745494	569.61091617912245511	538.21465502180581097	1364.31843423596706089
CXCL8	579.11329121000358100	724.99928603373621172	804.63565864179975051	1174.71008671712024807	1719.41818109939367787	545.29799352805559920	1251.62225945690897788	1504.79674979900210019	511.63142939819391586	121.22596182384455687
CXCL9	918.96611983919285649	2659.13265340737098086	10562.80590360467613209	1255.11154619025023749	554.05487943302978238	0.00000000000000000	1112.64984419281699957	1013.61481829079639283	571.47711434968800859	988.26324689304988169
CXCR4	276.61393566878899719	313.81272623607134165	266.43689676291535307	2459.59041041374575798	376.92138746697776241	0.00000000000000000	168.53702645588467135	297.04643870673652373	320.61150241773827929	25.30337721158128161
CYB561D2	212.25279102639714779	174.55186548108687816	214.89005124976858951	157.13505681254454771	144.47249926126769992	218.20327218881456588	141.41509913575890778	183.95822307103350113	116.27424968839935104	135.30698900556856756
CYB5B	278.63599077812489213	264.07549290206662818	251.12988108299322221	264.37158284566618249	333.06513488168559434	246.70532606795819675	441.49187436137657414	334.15311261016523758	267.06763414959874581	198.21704245685097590
CYB5R1	253.03960929938651248	217.91740345332812012	201.19214474423336014	264.50468152713898462	278.93216999579971116	199.60113262721077376	243.94889927630646298	308.09229284313448716	269.88137822902922380	287.04709840047644320
CYFIP2	62.36158149636559500	104.45643437363034423	47.76311966436121992	207.38639054555721941	53.69959760762473167	0.00000000000000000	78.39193698080055128	91.00868347804984637	310.18888008501187414	148.26155191433252867
CYP27A1	201.07916352885689548	122.19649691388737267	184.74895261719302653	150.25531701060739920	153.74541583835400615	301.53918746472453449	170.62021220605143412	224.65253257402443410	161.95635154631125374	137.28630350923856440
CYP7B1	362.82620992170728869	434.91928794469043851	882.37433799813334190	252.94170566299087000	293.44673310769150021	356.74224880143805194	301.38950599462049240	229.92278980886254658	388.73075190155287828	622.38194181956157536
CYS1	333.60811206546634367	48.87370924838461406	163.62550422350722101	91.82048168042395275	77.81853155518342646	181.85182142517999182	275.26043008774206555	155.04635269352161231	101.24192824141753988	80.71035524937512662
