GeneSymbol	iCAF	mCAF	tpCAF	vCAF	Pericyte	apCAF	rCAF
ACSL5	23.67923718210138517	15.86344857030184663	65.16935120637398882	54.43644500750406934	63.08900392962045345	46.71637324732747487	195.38614558137604149
ACTA2	15566.24598142305876536	14427.20460632946742408	12919.10664864132377261	63120.92380310422595358	15738.57233044568238256	0.00000000000000000	14494.39214508140867110
ACTG2	487.50053671280505796	528.21885944962400572	529.47576706284053216	5463.02197644016632694	1050.80201924981611228	0.00000000000000000	540.07904617489657539
ACTN4	502.71543588024957216	646.22867757214055473	430.86584079953422588	1476.70573699073793250	557.82120543165649451	339.11564240191000863	658.43408217842102204
ACTR1A	393.87695261637179556	510.24650192323059628	301.55384386398748120	363.98447762631468549	261.79832452353275585	293.73449103651938685	281.04966325618147494
ACTR6	116.84017406300461062	181.13356574964203105	100.38518697397692847	145.49909284880644122	29.77204230142441688	153.27705448371389707	26.91307118939892717
ADA2	41.65600401464003255	34.02026608958169618	45.85993401206062003	26.82898482147519914	256.26699701233951600	48.01989934243672309	92.82469587466763983
ADAM10	314.68343095760269534	317.99578053487255147	210.02174435767639693	137.63653960826951561	79.80220155337859467	341.31732589861871929	224.07727058253163932
ADAM15	114.70540442820073679	102.75764569960203687	138.31757350406772389	79.92394970066099802	149.39449939659814959	166.08172278846737413	301.41851269369186639
ADAM17	409.84599273337630621	227.90764207399914199	179.12688748002011607	90.89164122392772072	357.41632781696500842	444.76016685534284534	100.52074796229040032
ADAM19	130.45026528686153711	107.41250941267689711	91.10023691592783734	142.64941849849711275	201.13254008476661738	43.15632419042384527	879.07293656633430601
ADAM9	374.94018230350729937	492.32980636780700934	435.12987626724748225	694.72379364152914150	263.38033222462706817	386.00662574841066998	715.83363179314562785
ADAMTS1	175.05975920664397449	648.13002792805696117	375.15233432563928773	1375.96095195924044674	216.03307643687872996	329.42501809760801734	148.95865167659601980
ADAMTS12	599.96142418162037302	390.41663528059069677	231.21502908823561029	59.04832431457137432	185.94401378344480236	273.99143928305767304	0.00000000000000000
ADAMTS2	554.46006637732307354	236.79875367025226751	247.22195104041657032	128.41569907689708430	213.09227050351719868	255.43725643478461507	151.15066465563515408
ADAMTS4	308.11713474097751941	863.45595412087811837	281.31603302058960026	589.87241503102200113	307.33470649604328173	329.02279844893701011	411.16008482376088295
ADAMTS9	84.86876275492276989	592.69096482358179401	83.54466594973277438	426.56274176907584206	62.48753751999230843	141.67003144052677044	685.56643656343703697
ADAP2	50.00205608714665573	415.52207451603567279	119.98961656029001688	201.93943179668048060	127.61998987737564448	0.00000000000000000	21.92660373933448170
ADCY3	52.28052120687307536	299.37609072606591099	91.67701237007580062	258.10913386053232443	118.33931768779540050	52.71265469321168240	3.84282593197048294
ADCY4	41.12841704937780918	185.05892269318528065	18.17176053442426920	9.53597051621087743	67.80046866210653889	0.00000000000000000	968.92711032792067272
ADD1	441.59791307779363478	512.80061067903875482	443.42856833729342725	566.64271904239603828	283.71090512057406841	437.63563961457612095	379.76106466067597012
ADGRA2	241.72459907539604274	404.07433645400573141	141.64140842724737013	372.08187059045684464	150.89786348264118487	65.85498524796007302	283.05708760077487796
ADGRE5	88.12179689690412943	152.02371968480593978	123.04345065762932165	105.08627961986616128	256.50097302957681222	95.21613709963497740	2.87762995731168791
ADGRF5	86.15872383132743551	622.06993441761039776	129.18553403913108468	369.53135643393386545	197.68239663470765777	120.65466097820514335	41.37579233778848931
ADGRL4	28.64551767804234572	13.62380533633121438	60.27814502863920154	0.00000000000000000	13.57854975687789967	0.00000000000000000	580.29269307297693103
ADH1B	248.82056899181696963	145.32680412313280272	1772.03917231937998622	433.84266366013554261	200.88954515927335365	3320.71591603505203238	0.00000000000000000
ADIPOR1	314.46044362367894109	277.17041412064997985	307.68277621920856291	235.24200980058020605	331.75271896832833818	155.43293892828714320	553.73517832621575963
ADIRF	425.63308988983686731	1506.54499363708828241	1171.10207835553114819	4989.54458584158965095	407.72342005978225643	692.74618090777698853	6441.36691222324770933
ADM	1850.25358314398567927	372.48425850747196364	1811.81846960478924302	90.45002465792134672	1626.28583346841014645	869.13383470356484395	1116.90497487195898429
ADPGK	247.66360237527942445	254.92946061895872845	196.76487565714583639	113.43526878485498344	623.49262218598641994	373.27310376711648132	66.40515913692848926
ADPRHL2	271.98705983992471147	247.41552110196437297	306.67623251613173352	133.46929984616687648	227.78883561366461663	261.86186877939252327	169.22117397143597373
ADSL	287.49044963184888957	234.31213525951019960	412.97713276484762446	316.29710708428905264	205.07086070720609428	321.93310551210123549	0.00000000000000000
ADSS	422.18433390748049305	287.89115753954297361	243.36862170477067480	114.00270805836086652	429.62894371418065020	339.15183862223926781	265.99100667941866050
AFAP1	273.45920207027131710	159.94565848778179884	266.68890777472017817	143.60910162440279692	144.50468264903241788	148.09901612788328862	448.91217274188488773
AFAP1L1	22.15585380718656694	21.41311488075868397	47.41666105974738343	1.05330992706021997	38.03602059603679209	0.00000000000000000	449.14790830551311274
AFDN	151.55634907612156326	24.97445687788068014	158.70613367355247192	20.21778509309009308	87.71676587361096722	79.11972172100288958	446.93582740383124019
AGFG1	103.05295162388343044	63.69270203667157659	268.14939384183838911	13.87671253229482460	126.20991953752022141	98.25807105176953371	227.05732648613366109
AGPAT1	256.19560728990245480	222.86616788085206053	146.55945769889649455	112.80881754879123946	298.64453406233286614	45.21187559992241489	372.63669400342320159
AGT	53.44873275629838361	65.43495786997712571	192.99975830388564191	314.61301375577392037	126.63401236831789731	0.00000000000000000	21.20486399429433177
AHCYL1	518.76472232648711724	359.39598521680557042	256.49550886852756548	328.29413368948098650	445.98129344905771632	661.32516276616956930	0.00000000000000000
AHI1	294.97890578208978241	360.34062924676271678	369.62450764915763557	192.69777623541412481	268.03866414717765565	375.89009685621419976	7.84626461961327504
AHR	478.86214024311357207	305.24262452780772037	326.25592609199179606	146.16947765979421092	341.13455985978805529	873.61299192541866887	0.00000000000000000
AIDA	400.92423368495008162	484.54658005656506248	457.60556635610242893	75.01296152674009932	198.22169474006662426	219.51247163660553952	528.70534555400649879
AIF1	92.71559033419670470	166.89973052567552259	215.03864993201381139	72.44412467500755781	3041.44844974295619977	0.00000000000000000	228.24098081412918759
AIMP2	146.10190854273128025	334.38113654402496877	163.06759770536402243	124.70351577471478777	420.48039276210590742	167.43921437945866160	442.30171267803603996
AIP	395.55918174138429322	633.71570776994099106	529.79612965672652081	443.54462854284651030	222.39413688715731610	491.30083315833957158	11.38529051367972933
