NAME	iCAF	mCAF	hsp_tpCAF	IDO_CAF	apCAF	dCAF	Pericyte	tpCAF	vCAF	rCAF
SFT2D2	43.37279995740664873	38.71474173548588738	1.00000000000000000	45.07137473531121685	1.00000000000000000	46.93086114704158973	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SFXN3	1.00000000000000000	32.21537023247844189	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	53.96585613047248131	1.00000000000000000	1.00000000000000000
SGCA	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	98.26958915332414790	1.00000000000000000
SGCD	34.07613839167115799	67.02264526661191724	1.00000000000000000	37.81134327213771940	1.00000000000000000	20.36064404746176493	1.00000000000000000	41.08337142718559676	1.00000000000000000	1.00000000000000000
SGF29	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	30.96863666263600479
SGIP1	1.00000000000000000	78.75828030304056426	181.52884662207114275	67.96649754522208298	1.00000000000000000	36.37213988806053067	67.39056091509303315	1.00000000000000000	54.36371518630537025	79.85191801083216490
SGMS1	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	33.01365259887317194	1.00000000000000000	1.00000000000000000	1.00000000000000000
SGMS2	1.00000000000000000	33.10352983989914577	1.00000000000000000	27.29346778105652405	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SGO1	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	51.53308502069003794	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SGO2	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	94.70963913089194364	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SGPL1	1.00000000000000000	1.00000000000000000	1.00000000000000000	24.46505877333427748	1.00000000000000000	18.22296222453246983	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SH2B3	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	32.61682281134645933	1.00000000000000000	1.00000000000000000	1.00000000000000000
SH2D3C	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	32.44538969056023348	1.00000000000000000	1.00000000000000000	1.00000000000000000
SH3BP5	187.00846058321084797	113.38507101046729986	286.28981689715493530	79.47300373244561911	97.83465282302171317	33.75293120321354223	1.00000000000000000	477.55214015130093230	1.00000000000000000	1.00000000000000000
SH3D19	100.86727909036572726	66.32501318548982283	1.00000000000000000	50.73587320056543604	1.00000000000000000	22.57928959090162735	1.00000000000000000	50.60621803226078441	1.00000000000000000	44.86982178695051005
SH3GL1	42.00174970300687249	57.89293863603145240	1.00000000000000000	51.19593781643870045	1.00000000000000000	71.72124857038515700	39.16685979571475684	61.62353960324688273	1.00000000000000000	1.00000000000000000
SH3GLB2	32.82005901765730727	27.53357434276613702	1.00000000000000000	1.00000000000000000	1.00000000000000000	37.57609299791408830	31.84164459751003662	39.00517897989849558	40.47202996379058249	1.00000000000000000
SH3PXD2B	62.03258740531600779	57.88061845999698818	1.00000000000000000	48.35724280353782945	1.00000000000000000	22.28730096153275753	1.00000000000000000	42.56637911140174424	1.00000000000000000	1.00000000000000000
SH3RF1	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	25.70548538650290027	59.74860719436976098	1.00000000000000000	1.00000000000000000	1.00000000000000000
SHC2	32.46496262170874303	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	35.21571155580835466	58.95327467894755102	1.00000000000000000	46.19789937196521379
SHCBP1	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	47.90852310411101911	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SHISA4	27.63841487355233539	39.23705564919302446	1.00000000000000000	32.01416975610031557	1.00000000000000000	17.27854336501134469	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SHMT2	26.16641142282021448	33.50018489343755590	1.00000000000000000	30.20267191799230844	1.00000000000000000	47.96357755378612353	35.93103660900617058	58.38430258372069659	1.00000000000000000	35.63904347441764742
